comment_id,survey_id,guest_id,store_id,comment_date,guest_segment,visit_channel,comment_text,primary_theme,secondary_theme,star_rating,sentiment_label,data_source
CMT-000926,SVY-000926,GST-000926,BB-090,2024-04-12,seasonal_product_explorer,drive_thru,Points never posted after my last three visits and drive-thru service was smooth.,rewards_value,drive_thru_experience,4,neutral,synthetic
CMT-000927,SVY-000927,GST-000927,BB-088,2024-01-02,at_risk_guest,drive_thru,The store was clean and well maintained during a busy afternoon and I liked the seasonal option.,cleanliness,seasonal_menu_interest,3,neutral,synthetic
CMT-000928,SVY-000928,GST-000928,BB-031,2024-02-23,occasional_guest,mobile_order,"Mobile ordering was easy, but my drink was not ready when I arrived.",mobile_app_issues,drink_consistency,3,neutral,synthetic
CMT-000929,SVY-000929,GST-000929,BB-047,2024-05-17,occasional_guest,drive_thru,Barista was warm and remembered my usual order.,staff_friendliness,,4,neutral,synthetic
CMT-000930,SVY-000930,GST-000930,BB-077,2024-01-29,seasonal_product_explorer,mobile_order,Drive-thru handoff was smooth even with a long line.,drive_thru_experience,,5,positive,synthetic
CMT-000931,SVY-000931,GST-000931,BB-039,2024-06-07,loyalty_regular,in_store,"Mobile ordering was easy, but my drink was ready on time when I arrived.",mobile_app_issues,,5,positive,synthetic
CMT-000932,SVY-000932,GST-000932,BB-004,2024-04-02,price_sensitive_guest,delivery,Barista was warm and remembered my usual order.,staff_friendliness,,3,positive,synthetic
CMT-000934,SVY-000934,GST-000934,BB-044,2024-02-10,occasional_guest,mobile_order,The staff was friendly even though the drive-thru was backed up.,staff_friendliness,,4,positive,synthetic
CMT-000935,SVY-000935,GST-000935,BB-022,2024-01-27,occasional_guest,mobile_order,"The latte tasted different than usual, and the line took forever.",speed_of_service,rewards_value,4,neutral,synthetic
CMT-000936,SVY-000936,GST-000936,BB-018,2024-03-28,at_risk_guest,delivery,Trash bins were overflowing near the condiment bar and value was fair today.,cleanliness,price_value,2,negative,synthetic
CMT-000937,SVY-000937,GST-000937,BB-011,2024-02-28,occasional_guest,mobile_order,Birthday reward made me feel valued as a member and the app worked fine.,rewards_value,mobile_app_issues,4,positive,synthetic
CMT-000938,SVY-000938,GST-000938,BB-052,2024-02-06,loyalty_regular,mobile_order,Barista was warm and remembered my usual order.,staff_friendliness,,5,positive,synthetic
CMT-000940,SVY-000940,GST-000940,BB-037,2024-01-27,at_risk_guest,in_store,Received the wrong milk alternative twice in one week and loyalty perks helped.,order_accuracy,rewards_value,3,neutral,synthetic
CMT-000941,SVY-000941,GST-000941,BB-040,2024-03-19,loyalty_regular,mobile_order,The staff was friendly even though the drive-thru was backed up.,staff_friendliness,,4,negative,synthetic
CMT-000942,SVY-000942,GST-000942,BB-035,2024-03-07,seasonal_product_explorer,drive_thru,The line moved reasonably even though there were only three people ahead of me.,speed_of_service,seasonal_menu_interest,4,positive,synthetic
CMT-000943,SVY-000943,GST-000943,BB-025,2024-01-14,loyalty_regular,mobile_order,Mobile order instructions were confusing at this location and the pickup shelf was confusing.,mobile_app_issues,order_accuracy,5,negative,synthetic
CMT-000944,SVY-000944,GST-000944,BB-025,2024-06-12,at_risk_guest,in_store,Morning rush staffing could not keep up with the volume at the counter.,speed_of_service,,4,negative,synthetic
CMT-000945,SVY-000945,GST-000945,BB-071,2024-02-22,loyalty_regular,delivery,My order was wrong and the pickup shelf was confusing.,order_accuracy,,5,neutral,synthetic
CMT-000946,SVY-000946,GST-000946,BB-067,2024-04-30,occasional_guest,in_store,I like the seasonal drinks and wanted to try the new cold brew.,seasonal_menu_interest,price_value,3,negative,synthetic
CMT-000947,SVY-000947,GST-000947,BB-078,2024-04-16,occasional_guest,in_store,The latte tasted different than usual and did not match my last visit.,drink_consistency,,4,positive,synthetic
CMT-000948,SVY-000948,GST-000948,BB-059,2024-04-29,loyalty_regular,mobile_order,The latte tasted different than usual and did not match my last visit.,drink_consistency,mobile_app_issues,4,negative,synthetic
CMT-000949,SVY-000949,GST-000949,BB-060,2024-06-25,loyalty_regular,delivery,Tier benefits are unclear and hard to redeem.,rewards_value,price_value,4,positive,synthetic
CMT-000950,SVY-000950,GST-000950,BB-056,2024-05-08,mobile_first_guest,mobile_order,"I like the seasonal drinks, but the price felt fair for the size.",price_value,speed_of_service,5,positive,synthetic
CMT-000951,SVY-000951,GST-000951,BB-011,2024-06-14,seasonal_product_explorer,in_store,Promo redemption made this visit feel like a good deal.,price_value,,4,negative,synthetic
CMT-000953,SVY-000953,GST-000953,BB-056,2024-01-30,mobile_first_guest,delivery,App crashed while I tried to customize my drink.,mobile_app_issues,,4,positive,synthetic
CMT-000954,SVY-000954,GST-000954,BB-050,2024-02-05,at_risk_guest,drive_thru,The store was clean and well maintained during a busy afternoon.,cleanliness,,2,negative,synthetic
CMT-000955,SVY-000955,GST-000955,BB-031,2024-01-10,occasional_guest,in_store,Tables were sticky and the restroom needed attention.,cleanliness,,3,positive,synthetic
CMT-000956,SVY-000956,GST-000956,BB-029,2024-06-06,loyalty_regular,drive_thru,I waited far too long for a simple drip coffee order.,speed_of_service,,5,negative,synthetic
CMT-000957,SVY-000957,GST-000957,BB-059,2024-01-16,loyalty_regular,mobile_order,Drive-thru handoff was smooth even with a long line.,drive_thru_experience,,3,neutral,synthetic
CMT-000958,SVY-000958,GST-000958,BB-057,2024-06-12,occasional_guest,in_store,The rewards program does not feel as valuable as it used to.,rewards_value,,3,negative,synthetic
CMT-000959,SVY-000959,GST-000959,BB-065,2024-06-04,mobile_first_guest,mobile_order,Customization notes were ignored on my mobile order.,order_accuracy,,5,positive,synthetic
CMT-000960,SVY-000960,GST-000960,BB-040,2024-06-19,loyalty_regular,drive_thru,"I like the seasonal drinks, but the price felt fair for the size.",price_value,,4,positive,synthetic
CMT-000961,SVY-000961,GST-000961,BB-087,2024-04-04,occasional_guest,drive_thru,The rewards program does not feel as valuable as it used to.,rewards_value,,4,negative,synthetic
CMT-000962,SVY-000962,GST-000962,BB-076,2024-01-02,price_sensitive_guest,drive_thru,Tier benefits are unclear and hard to redeem.,rewards_value,,3,neutral,synthetic
CMT-000963,SVY-000963,GST-000963,BB-037,2024-03-16,loyalty_regular,mobile_order,The store was clean and the cashier was helpful.,staff_friendliness,rewards_value,4,neutral,synthetic
CMT-000964,SVY-000964,GST-000964,BB-065,2024-01-17,price_sensitive_guest,mobile_order,Order was accurate and the barista confirmed my preferences and I liked the seasonal option.,order_accuracy,seasonal_menu_interest,5,neutral,synthetic
CMT-000965,SVY-000965,GST-000965,BB-010,2024-05-11,price_sensitive_guest,drive_thru,Points never posted after my last three visits.,rewards_value,,4,negative,synthetic
CMT-000966,SVY-000966,GST-000966,BB-047,2024-03-08,mobile_first_guest,in_store,My usual oat milk cortado was weaker and milkier than normal.,drink_consistency,,4,positive,synthetic
CMT-000967,SVY-000967,GST-000967,BB-046,2024-02-03,occasional_guest,drive_thru,The store was clean and the cashier was helpful.,staff_friendliness,,5,positive,synthetic
CMT-000968,SVY-000968,GST-000968,BB-013,2024-01-29,price_sensitive_guest,mobile_order,Promo redemption made this visit feel like a good deal and my order was wrong.,price_value,order_accuracy,3,neutral,synthetic
CMT-000969,SVY-000969,GST-000969,BB-071,2024-04-10,occasional_guest,mobile_order,Drive-thru handoff was smooth even with a long line.,drive_thru_experience,mobile_app_issues,4,positive,synthetic
CMT-000970,SVY-000970,GST-000970,BB-081,2024-06-10,mobile_first_guest,drive_thru,"Mobile ordering was easy, but my drink was not ready when I arrived.",mobile_app_issues,,3,neutral,synthetic
CMT-000971,SVY-000971,GST-000971,BB-085,2024-04-21,occasional_guest,drive_thru,The staff was friendly even though the drive-thru was backed up but mobile ordering was easy.,staff_friendliness,mobile_app_issues,4,negative,synthetic
CMT-000973,SVY-000973,GST-000973,BB-069,2024-05-08,occasional_guest,mobile_order,I waited far too long for a simple drip coffee order.,speed_of_service,,3,negative,synthetic
CMT-000974,SVY-000974,GST-000974,BB-086,2024-01-05,occasional_guest,delivery,"Happy hour pricing helped, but regular menu prices still feel steep.",price_value,speed_of_service,4,positive,synthetic
CMT-000975,SVY-000975,GST-000975,BB-020,2024-06-09,at_risk_guest,drive_thru,The store was clean and well maintained during a busy afternoon.,cleanliness,,2,positive,synthetic
CMT-000976,SVY-000976,GST-000976,BB-074,2024-01-31,occasional_guest,delivery,Tier benefits are unclear and hard to redeem.,rewards_value,,4,neutral,synthetic
CMT-000977,SVY-000977,GST-000977,BB-076,2024-06-23,loyalty_regular,mobile_order,The line took forever even though there were only three people ahead of me.,speed_of_service,,4,negative,synthetic
CMT-000978,SVY-000978,GST-000978,BB-062,2024-05-08,occasional_guest,in_store,Seasonal menu items are creative but portion sizes feel small.,seasonal_menu_interest,,5,positive,synthetic
CMT-000979,SVY-000979,GST-000979,BB-039,2024-01-18,occasional_guest,in_store,Morning rush staffing could not keep up with the volume at the counter and the drive-thru was backed up.,speed_of_service,drive_thru_experience,4,neutral,synthetic
CMT-000980,SVY-000980,GST-000980,BB-063,2024-03-11,loyalty_regular,drive_thru,Drive-thru handoff was smooth even with a long line.,drive_thru_experience,,5,neutral,synthetic
CMT-000981,SVY-000981,GST-000981,BB-074,2024-03-05,occasional_guest,delivery,Tables were sticky and the restroom needed attention.,cleanliness,,4,positive,synthetic
CMT-000982,SVY-000982,GST-000982,BB-013,2024-03-09,loyalty_regular,in_store,The store was clean and well maintained during a busy afternoon.,cleanliness,,5,negative,synthetic
CMT-000983,SVY-000983,GST-000983,BB-063,2024-05-15,mobile_first_guest,mobile_order,Mobile order instructions were confusing at this location.,mobile_app_issues,,5,positive,synthetic
CMT-000984,SVY-000984,GST-000984,BB-009,2024-01-02,mobile_first_guest,drive_thru,"I like the seasonal drinks, but the price felt fair for the size.",price_value,,4,positive,synthetic
CMT-000985,SVY-000985,GST-000985,BB-082,2024-01-17,at_risk_guest,mobile_order,Order was accurate and the barista confirmed my preferences.,order_accuracy,,3,positive,synthetic
CMT-000986,SVY-000986,GST-000986,BB-078,2024-01-12,loyalty_regular,mobile_order,I like the seasonal drinks and wanted to try the new cold brew.,seasonal_menu_interest,,5,positive,synthetic
CMT-000987,SVY-000987,GST-000987,BB-028,2024-06-19,at_risk_guest,delivery,Barista was warm and remembered my usual order.,staff_friendliness,,3,positive,synthetic
CMT-000988,SVY-000988,GST-000988,BB-072,2024-04-26,mobile_first_guest,mobile_order,Seasonal menu items are creative but portion sizes feel small and the app worked fine.,seasonal_menu_interest,mobile_app_issues,3,negative,synthetic
CMT-000989,SVY-000989,GST-000989,BB-068,2024-02-11,seasonal_product_explorer,mobile_order,Trash bins were overflowing near the condiment bar and I liked the seasonal option.,cleanliness,seasonal_menu_interest,4,negative,synthetic
CMT-000990,SVY-000990,GST-000990,BB-025,2024-05-31,price_sensitive_guest,drive_thru,The store was clean and well maintained during a busy afternoon.,cleanliness,mobile_app_issues,4,positive,synthetic
CMT-000991,SVY-000991,GST-000991,BB-084,2024-02-08,loyalty_regular,in_store,Promo redemption made this visit feel like a good deal.,price_value,,4,positive,synthetic
CMT-000992,SVY-000992,GST-000992,BB-050,2024-04-18,at_risk_guest,mobile_order,The store was clean and the cashier was helpful and the price feels high for the size.,staff_friendliness,price_value,2,negative,synthetic
CMT-000993,SVY-000993,GST-000993,BB-026,2024-05-18,occasional_guest,in_store,Mobile order instructions were confusing at this location.,mobile_app_issues,price_value,4,negative,synthetic
CMT-000994,SVY-000994,GST-000994,BB-031,2024-01-03,seasonal_product_explorer,in_store,Prices feel high for the cup size I received.,price_value,,4,neutral,synthetic
CMT-000995,SVY-000995,GST-000995,BB-006,2024-05-24,loyalty_regular,mobile_order,App crashed while I tried to customize my drink.,mobile_app_issues,,5,positive,synthetic
CMT-000996,SVY-000996,GST-000996,BB-001,2024-06-20,occasional_guest,drive_thru,"Happy hour pricing helped, but regular menu prices still feel steep.",price_value,,4,negative,synthetic
CMT-000997,SVY-000997,GST-000997,BB-050,2024-05-06,at_risk_guest,mobile_order,Drive-thru lane was backed up and the speaker was hard to hear.,drive_thru_experience,,3,positive,synthetic
CMT-000998,SVY-000998,GST-000998,BB-064,2024-05-14,mobile_first_guest,drive_thru,App crashed while I tried to customize my drink and the wait felt unacceptable.,mobile_app_issues,speed_of_service,2,negative,synthetic
CMT-000999,SVY-000999,GST-000999,BB-010,2024-05-06,mobile_first_guest,delivery,Trash bins were overflowing near the condiment bar.,cleanliness,,4,neutral,synthetic
CMT-001000,SVY-001000,GST-001000,BB-073,2024-02-02,mobile_first_guest,delivery,I like the seasonal drinks and wanted to try the new cold brew and the price felt fair for the size.,seasonal_menu_interest,price_value,4,positive,synthetic
CMT-001001,SVY-001001,GST-001001,BB-058,2024-06-29,occasional_guest,in_store,"The latte tasted different than usual, and the line took forever but seasonal drinks are hit or miss.",speed_of_service,seasonal_menu_interest,3,negative,synthetic
CMT-001002,SVY-001002,GST-001002,BB-040,2024-03-02,price_sensitive_guest,in_store,Received the wrong milk alternative twice in one week.,order_accuracy,,3,positive,synthetic
CMT-001003,SVY-001003,GST-001003,BB-053,2024-04-01,loyalty_regular,delivery,"Happy hour pricing helped, but regular menu prices still feel steep.",price_value,,5,negative,synthetic
CMT-001004,SVY-001004,GST-001004,BB-079,2024-05-20,at_risk_guest,delivery,I waited far too long for a simple drip coffee order.,speed_of_service,,3,neutral,synthetic
CMT-001005,SVY-001005,GST-001005,BB-046,2024-05-05,mobile_first_guest,drive_thru,Mobile order instructions were confusing at this location and quality was not consistent.,mobile_app_issues,drink_consistency,4,positive,synthetic
CMT-001006,SVY-001006,GST-001006,BB-081,2024-03-21,price_sensitive_guest,in_store,Promo redemption made this visit feel like a good deal.,price_value,,3,positive,synthetic
CMT-001007,SVY-001007,GST-001007,BB-030,2024-03-30,price_sensitive_guest,drive_thru,My order was correct and the pickup shelf was confusing.,order_accuracy,,4,positive,synthetic
CMT-001008,SVY-001008,GST-001008,BB-084,2024-02-07,mobile_first_guest,mobile_order,Order was accurate and the barista confirmed my preferences.,order_accuracy,,3,positive,synthetic
CMT-001009,SVY-001009,GST-001009,BB-069,2024-02-11,loyalty_regular,mobile_order,Window team was fast but the order was wrong at pickup.,drive_thru_experience,,4,negative,synthetic
CMT-001010,SVY-001010,GST-001010,BB-067,2024-04-22,seasonal_product_explorer,delivery,"The latte tasted different than usual, and the line took forever.",speed_of_service,,4,neutral,synthetic
CMT-001011,SVY-001011,GST-001011,BB-060,2024-01-11,occasional_guest,mobile_order,Team felt rushed and did not greet guests at the counter and my order was wrong.,staff_friendliness,order_accuracy,3,negative,synthetic
CMT-001012,SVY-001012,GST-001012,BB-043,2024-05-24,seasonal_product_explorer,in_store,Drive-thru lane was backed up and the speaker was hard to hear.,drive_thru_experience,price_value,4,positive,synthetic
CMT-001013,SVY-001013,GST-001013,BB-010,2024-01-01,seasonal_product_explorer,drive_thru,My usual oat milk cortado was weaker and milkier than normal and the app worked fine.,drink_consistency,mobile_app_issues,4,neutral,synthetic
CMT-001015,SVY-001015,GST-001015,BB-056,2024-04-26,loyalty_regular,in_store,Prices feel high for the cup size I received.,price_value,order_accuracy,5,positive,synthetic
CMT-001016,SVY-001016,GST-001016,BB-020,2024-01-28,loyalty_regular,drive_thru,Points never posted after my last three visits.,rewards_value,seasonal_menu_interest,5,negative,synthetic
CMT-001017,SVY-001017,GST-001017,BB-080,2024-05-14,loyalty_regular,drive_thru,Prices feel high for the cup size I received.,price_value,,5,negative,synthetic
CMT-001018,SVY-001018,GST-001018,BB-076,2024-01-06,loyalty_regular,in_store,Tier benefits are unclear and hard to redeem.,rewards_value,,5,negative,synthetic
CMT-001019,SVY-001019,GST-001019,BB-089,2024-03-21,occasional_guest,in_store,Order was accurate and the barista confirmed my preferences.,order_accuracy,,5,negative,synthetic
CMT-001021,SVY-001021,GST-001021,BB-027,2024-05-22,mobile_first_guest,mobile_order,Menu feels repetitive for frequent visitors but mobile ordering was easy.,seasonal_menu_interest,mobile_app_issues,3,positive,synthetic
CMT-001022,SVY-001022,GST-001022,BB-032,2024-01-03,occasional_guest,in_store,"The latte tasted different than usual, and the line moved reasonably and value was fair today.",speed_of_service,price_value,4,positive,synthetic
CMT-001023,SVY-001023,GST-001023,BB-090,2024-04-17,loyalty_regular,mobile_order,Mobile order instructions were confusing at this location.,mobile_app_issues,,4,positive,synthetic
CMT-001024,SVY-001024,GST-001024,BB-031,2024-04-10,at_risk_guest,mobile_order,The espresso tasted burnt today even though it is usually solid.,drink_consistency,cleanliness,1,negative,synthetic
CMT-001025,SVY-001025,GST-001025,BB-012,2024-01-28,occasional_guest,drive_thru,I waited far too long for a simple drip coffee order.,speed_of_service,,5,negative,synthetic
CMT-001026,SVY-001026,GST-001026,BB-045,2024-01-03,loyalty_regular,mobile_order,Team felt rushed and did not greet guests at the counter.,staff_friendliness,,5,negative,synthetic
CMT-001027,SVY-001027,GST-001027,BB-014,2024-03-28,price_sensitive_guest,mobile_order,Promo redemption made this visit feel like a good deal but the staff was friendly throughout.,price_value,staff_friendliness,3,neutral,synthetic
CMT-001028,SVY-001028,GST-001028,BB-067,2024-01-16,loyalty_regular,mobile_order,Drink quality feels inconsistent across visits to this location.,drink_consistency,,4,positive,synthetic
CMT-001029,SVY-001029,GST-001029,BB-003,2024-06-13,occasional_guest,drive_thru,Seasonal menu items are creative but portion sizes feel small.,seasonal_menu_interest,,5,positive,synthetic
CMT-001030,SVY-001030,GST-001030,BB-032,2024-01-07,at_risk_guest,in_store,Trash bins were overflowing near the condiment bar and the drink tasted off.,cleanliness,drink_consistency,3,positive,synthetic
CMT-001031,SVY-001031,GST-001031,BB-014,2024-05-30,seasonal_product_explorer,mobile_order,Mobile order instructions were confusing at this location.,mobile_app_issues,,4,negative,synthetic
CMT-001032,SVY-001032,GST-001032,BB-034,2024-05-28,mobile_first_guest,delivery,Mobile order instructions were confusing at this location.,mobile_app_issues,,4,negative,synthetic
CMT-001033,SVY-001033,GST-001033,BB-040,2024-01-01,occasional_guest,drive_thru,"Happy hour pricing helped, but regular menu prices still feel steep and rewards did not feel worthwhile.",price_value,rewards_value,4,neutral,synthetic
CMT-001034,SVY-001034,GST-001034,BB-076,2024-02-24,loyalty_regular,mobile_order,Customization notes were ignored on my mobile order.,order_accuracy,,4,negative,synthetic
CMT-001035,SVY-001035,GST-001035,BB-051,2024-04-26,seasonal_product_explorer,drive_thru,My usual oat milk cortado was weaker and milkier than normal.,drink_consistency,speed_of_service,4,negative,synthetic
CMT-001036,SVY-001036,GST-001036,BB-008,2024-02-21,price_sensitive_guest,mobile_order,Promo redemption made this visit feel like a good deal.,price_value,mobile_app_issues,5,neutral,synthetic
CMT-001037,SVY-001037,GST-001037,BB-069,2024-01-12,at_risk_guest,drive_thru,My order was wrong and the pickup shelf was confusing.,order_accuracy,,2,neutral,synthetic
CMT-001038,SVY-001038,GST-001038,BB-040,2024-06-10,mobile_first_guest,mobile_order,"The latte tasted different than usual, and the line moved reasonably.",speed_of_service,,4,positive,synthetic
CMT-001039,SVY-001039,GST-001039,BB-057,2024-05-18,loyalty_regular,in_store,The store was clean and well maintained during a busy afternoon and my order was wrong.,cleanliness,order_accuracy,4,negative,synthetic
CMT-001040,SVY-001040,GST-001040,BB-020,2024-04-21,occasional_guest,drive_thru,Drive-thru wait felt longer than the in-store line today.,drive_thru_experience,,4,negative,synthetic
CMT-001041,SVY-001041,GST-001041,BB-050,2024-01-21,at_risk_guest,mobile_order,Drive-thru handoff was smooth even with a long line and the wait felt unacceptable.,drive_thru_experience,speed_of_service,2,positive,synthetic
CMT-001042,SVY-001042,GST-001042,BB-071,2024-01-20,price_sensitive_guest,drive_thru,"The latte tasted different than usual, and the line moved reasonably.",speed_of_service,,4,positive,synthetic
CMT-001043,SVY-001043,GST-001043,BB-004,2024-03-28,price_sensitive_guest,mobile_order,Window team was fast but the order was correct at pickup.,drive_thru_experience,,3,positive,synthetic
CMT-001044,SVY-001044,GST-001044,BB-056,2024-03-14,occasional_guest,in_store,Barista was warm and remembered my usual order.,staff_friendliness,drink_consistency,4,negative,synthetic
CMT-001045,SVY-001045,GST-001045,BB-062,2024-05-16,mobile_first_guest,mobile_order,"I like the seasonal drinks, but the price feels high for the size but mobile ordering was easy.",price_value,mobile_app_issues,4,negative,synthetic
CMT-001046,SVY-001046,GST-001046,BB-020,2024-05-21,mobile_first_guest,mobile_order,Order was accurate and the barista confirmed my preferences.,order_accuracy,,5,negative,synthetic
CMT-001047,SVY-001047,GST-001047,BB-043,2024-01-14,occasional_guest,drive_thru,The latte tasted different than usual and did not match my last visit and the pickup shelf was confusing.,drink_consistency,order_accuracy,5,negative,synthetic
CMT-001048,SVY-001048,GST-001048,BB-069,2024-05-12,occasional_guest,mobile_order,"The latte tasted different than usual, and the line took forever.",speed_of_service,,2,neutral,synthetic
CMT-001049,SVY-001049,GST-001049,BB-002,2024-04-04,price_sensitive_guest,delivery,Floor near the pickup area was messy during peak hours.,cleanliness,,3,negative,synthetic
CMT-001050,SVY-001050,GST-001050,BB-069,2024-03-03,at_risk_guest,drive_thru,Drive-thru lane was backed up and the speaker was hard to hear.,drive_thru_experience,,3,negative,synthetic
CMT-001051,SVY-001051,GST-001051,BB-087,2024-06-18,occasional_guest,drive_thru,"Mobile ordering was easy, but my drink was not ready when I arrived.",mobile_app_issues,,3,neutral,synthetic
CMT-001052,SVY-001052,GST-001052,BB-082,2024-06-03,seasonal_product_explorer,mobile_order,Window team was fast but the order was correct at pickup and the pickup shelf was confusing.,drive_thru_experience,order_accuracy,3,positive,synthetic
CMT-001053,SVY-001053,GST-001053,BB-076,2024-05-05,loyalty_regular,mobile_order,Promo redemption made this visit feel like a good deal.,price_value,,4,negative,synthetic
CMT-001054,SVY-001054,GST-001054,BB-060,2024-03-02,at_risk_guest,mobile_order,Barista was warm and remembered my usual order.,staff_friendliness,,4,positive,synthetic
CMT-001055,SVY-001055,GST-001055,BB-089,2024-01-16,mobile_first_guest,drive_thru,Drink quality feels inconsistent across visits to this location and the wait felt unacceptable.,drink_consistency,speed_of_service,4,positive,synthetic
CMT-001056,SVY-001056,GST-001056,BB-065,2024-04-11,price_sensitive_guest,in_store,I waited far too long for a simple drip coffee order and value was fair today.,speed_of_service,price_value,4,negative,synthetic
CMT-001057,SVY-001057,GST-001057,BB-031,2024-04-03,price_sensitive_guest,in_store,Barista was warm and remembered my usual order and I liked the seasonal option.,staff_friendliness,seasonal_menu_interest,4,negative,synthetic
CMT-001058,SVY-001058,GST-001058,BB-040,2024-01-05,price_sensitive_guest,drive_thru,Drive-thru wait felt longer than the in-store line today and rewards did not feel worthwhile.,drive_thru_experience,rewards_value,3,positive,synthetic
CMT-001059,SVY-001059,GST-001059,BB-084,2024-03-12,occasional_guest,drive_thru,The line took forever even though there were only three people ahead of me.,speed_of_service,,4,neutral,synthetic
CMT-001060,SVY-001060,GST-001060,BB-006,2024-05-22,seasonal_product_explorer,drive_thru,Pickup timing was off and the ready notification came late and my order was wrong.,mobile_app_issues,order_accuracy,5,negative,synthetic
CMT-001061,SVY-001061,GST-001061,BB-087,2024-02-05,at_risk_guest,drive_thru,Drink quality feels inconsistent across visits to this location and the price felt fair for the size.,drink_consistency,price_value,5,positive,synthetic
CMT-001062,SVY-001062,GST-001062,BB-013,2024-01-27,occasional_guest,mobile_order,The staff was friendly even though the drive-thru was backed up.,staff_friendliness,,4,negative,synthetic
CMT-001063,SVY-001063,GST-001063,BB-076,2024-03-16,loyalty_regular,mobile_order,Pickup timing was off and the ready notification came late but the seating area needed attention.,mobile_app_issues,cleanliness,4,positive,synthetic
CMT-001064,SVY-001064,GST-001064,BB-074,2024-01-08,loyalty_regular,in_store,Tables were sticky and the restroom needed attention.,cleanliness,seasonal_menu_interest,5,neutral,synthetic
CMT-001065,SVY-001065,GST-001065,BB-010,2024-01-07,occasional_guest,drive_thru,Window team was fast but the order was correct at pickup.,drive_thru_experience,,4,positive,synthetic
CMT-001066,SVY-001066,GST-001066,BB-027,2024-05-02,occasional_guest,drive_thru,Window team was fast but the order was correct at pickup.,drive_thru_experience,,4,positive,synthetic
CMT-001067,SVY-001067,GST-001067,BB-068,2024-04-26,loyalty_regular,mobile_order,The line took forever even though there were only three people ahead of me.,speed_of_service,,4,negative,synthetic
CMT-001068,SVY-001068,GST-001068,BB-072,2024-04-19,loyalty_regular,delivery,Barista was warm and remembered my usual order.,staff_friendliness,,4,negative,synthetic
CMT-001069,SVY-001069,GST-001069,BB-065,2024-01-27,loyalty_regular,in_store,Tier benefits are unclear and hard to redeem but the staff was friendly throughout.,rewards_value,staff_friendliness,5,negative,synthetic
CMT-001070,SVY-001070,GST-001070,BB-031,2024-01-19,seasonal_product_explorer,in_store,Seasonal menu items are creative but portion sizes feel small.,seasonal_menu_interest,,5,neutral,synthetic
CMT-001072,SVY-001072,GST-001072,BB-019,2024-01-20,loyalty_regular,delivery,The staff was friendly even though the drive-thru was backed up.,staff_friendliness,,4,neutral,synthetic
CMT-001073,SVY-001073,GST-001073,BB-079,2024-06-06,occasional_guest,mobile_order,Barista was warm and remembered my usual order.,staff_friendliness,,3,positive,synthetic
CMT-001074,SVY-001074,GST-001074,BB-027,2024-02-27,loyalty_regular,drive_thru,Morning rush staffing could not keep up with the volume at the counter but the seating area needed attention.,speed_of_service,cleanliness,5,neutral,synthetic
CMT-001075,SVY-001075,GST-001075,BB-053,2024-06-26,loyalty_regular,delivery,Order was accurate and the barista confirmed my preferences.,order_accuracy,,4,neutral,synthetic
CMT-001076,SVY-001076,GST-001076,BB-067,2024-06-10,loyalty_regular,in_store,Floor near the pickup area was messy during peak hours.,cleanliness,speed_of_service,4,positive,synthetic
CMT-001077,SVY-001077,GST-001077,BB-073,2024-01-20,mobile_first_guest,drive_thru,App crashed while I tried to customize my drink and the price felt fair for the size.,mobile_app_issues,price_value,4,positive,synthetic
CMT-001078,SVY-001078,GST-001078,BB-082,2024-02-19,seasonal_product_explorer,in_store,Customization notes were ignored on my mobile order.,order_accuracy,,4,positive,synthetic
CMT-001079,SVY-001079,GST-001079,BB-084,2024-01-26,seasonal_product_explorer,in_store,Order was accurate and the barista confirmed my preferences.,order_accuracy,,4,negative,synthetic
CMT-001081,SVY-001081,GST-001081,BB-050,2024-01-19,loyalty_regular,mobile_order,Team felt rushed and did not greet guests at the counter.,staff_friendliness,,4,negative,synthetic
CMT-001082,SVY-001082,GST-001082,BB-033,2024-03-10,mobile_first_guest,delivery,App crashed while I tried to customize my drink.,mobile_app_issues,drink_consistency,5,positive,synthetic
CMT-001083,SVY-001083,GST-001083,BB-025,2024-02-10,occasional_guest,mobile_order,The staff was friendly even though the drive-thru was backed up.,staff_friendliness,cleanliness,4,positive,synthetic
CMT-001084,SVY-001084,GST-001084,BB-074,2024-01-10,loyalty_regular,mobile_order,Floor near the pickup area was messy during peak hours.,cleanliness,,4,neutral,synthetic
CMT-001085,SVY-001085,GST-001085,BB-072,2024-03-08,loyalty_regular,in_store,The staff was friendly even though the drive-thru was backed up.,staff_friendliness,,4,negative,synthetic
CMT-001086,SVY-001086,GST-001086,BB-006,2024-05-08,at_risk_guest,drive_thru,Window team was fast but the order was correct at pickup and the line moved reasonably.,drive_thru_experience,speed_of_service,3,positive,synthetic
CMT-001087,SVY-001087,GST-001087,BB-017,2024-03-13,seasonal_product_explorer,delivery,My usual oat milk cortado was weaker and milkier than normal.,drink_consistency,,3,positive,synthetic
CMT-001088,SVY-001088,GST-001088,BB-068,2024-02-11,loyalty_regular,drive_thru,Birthday reward made me feel valued as a member but the seating area needed attention.,rewards_value,cleanliness,4,positive,synthetic
CMT-001089,SVY-001089,GST-001089,BB-010,2024-05-16,at_risk_guest,drive_thru,Morning rush staffing could not keep up with the volume at the counter and drive-thru service was smooth.,speed_of_service,drive_thru_experience,3,negative,synthetic
